XMLType,DigitalCollectionsURLs,UMDM,UMAM,SharestreamURLs,Identifier,FileName,DurationMasters,DurationDerivatives,DigitizationNotes,DigitizedByDept,DigitizedByPers,DateDigitized,PlaybackDevice,AnalogInterface,DigitizationSoftware,Title,AlternateTitle,Creator,CreatorType,Contributor,ContributorType,Provider/Publisher,Provider/Publisher Type,Description/Summary,FedoraCollection,Accession,Series,Subseries,Box,Item,ArchivalCollection,CopyrightHolder,Rights,RepositoryBrowse,DateAttribute,DateCreated,OriginalBroadcastDate,Century,RecordingNotes,Mono/Stereo,TrackFormat,Frequency,MediaType,FormType,Form,Format,Dimensions,PlaybackSpeed,Continent,Country,Region/State,Settlement/City,PreservationNote/PhysicalNote,QANotes,Finished,Language,TopicalSubject,GeographicalSubject,CorpSubject,PersonalSubject
UMDM,,,,,MAD 114,,,,,,,,,,,"Madrigal Singers, December 7, 1963",Madrigal Singers,,,Madrigal Singers,corpName,University of Maryland,corpName,Notes on back of case. No program attached.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1963-12-07,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,Tape identified by Ken Dahlin in 2006 as a priority for transfer. - Vin 1/4/2008. ,hiss; buzz; mono on left channel only from 00:17:05 - 00:21:47; made mono CD quality and MP3 copies,yes,,,,,
UMAM,,,,,MAD 114,scpa-023210-0001,00:26:09,00:26:09,,George Blood Audio Video,,2013-09-25,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 115,,,,,,,,,,,"Madrigal Singers, Comos Club with Ulrich comments, May 1963",Madrigal Singers Comos Club May 1963 Ulrich Comments,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1963-05,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,District of Columbia,Washington,Tape identified by Ken Dahlin in 2006 as a priority for transfer. - Vin 1/4/2008,hiss; buzz; program changes to political debate at 01:09:50,yes,,,,,
UMAM,,,,,MAD 115,scpa-023211-0001,01:21:51,01:21:51,,George Blood Audio Video,,2013-09-25,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 116,,,,,,,,,,,"Madrigal Singers, NBC ""Voices of Christmas,"" December 21, 1971",Voices of Christmas,,,Madrigal Singers,corpName,University of Maryland,corpName,NBC Audio Recording Services. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1971-12-21,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; interstitial error at 00:02:47,yes,,,,,
UMAM,,,,,MAD 116,scpa-023212-0001,00:22:57,00:22:57,,George Blood Audio Video,,2013-09-25,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 117,,,,,,,,,,,"Madrigal Singers, NBC program copy for Rose Marie Grentzer, December 12, 1972",NBC Program Copy for Mrs. Grentzer,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes included. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1972-12-12,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,,yes,,,,,
UMAM,,,,,MAD 117,scpa-023213-0001,00:26:23,00:26:23,,George Blood Audio Video,,2013-09-25,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 118,,,,,,,,,,,"Madrigal Singers, Corby House, part 1 of 2, April 1973",Madrigals. Corby House Part 1 of 2,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1973-04,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; low levels,yes,,,,,
UMAM,,,,,MAD 118,scpa-023214-0001,00:29:02,00:29:02,,George Blood Audio Video,,2013-09-25,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 119,,,,,,,,,,,"Madrigal Singers, Corby House, part 2 of 2, April 1973",Madrigals. Corby House Part 2 of 2,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1973-04,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; interstitial error at 00:00:14,yes,,,,,
UMAM,,,,,MAD 119,scpa-023215-0001,00:32:19,00:32:19,,George Blood Audio Video,,2013-09-25,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 120,,,,,,,,,,,"Madrigal Singers, NBC ""Voices of Christmas,"" December 1972",Christmas NBC 1972,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1972,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,beginning cut off; hiss; hum; end cut off,yes,,,,,
UMAM,,,,,MAD 120,scpa-023216-0001,00:41:53,00:41:53,,George Blood Audio Video,,2013-09-25,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 121,,,,,,,,,,,"Madrigal Singers, number 3, December 8, 1972",Madrigal #3,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1972-12-08,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,,yes,,,,,
UMAM,,,,,MAD 121,scpa-023217-0001,00:03:37,00:03:37,,George Blood Audio Video,,2013-09-25,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 122,,,,,,,,,,,"Madrigal Singers, NBC ""Voices of Christmas,"" December 1972",Christmas NBC 1972,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1972,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,beginning cut off; hiss; pops and clicks,yes,,,,,
UMAM,,,,,MAD 122,scpa-023218-0001,00:18:51,00:18:51,,George Blood Audio Video,,2013-09-26,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 123,,,,,,,,,,,"Madrigal Singers with OAS Christmas Singers, part 1, December 12, 1972",OAS Christmas Singers. University MD Madrigal Singers. #1,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1972-12-12,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; left channel is stronger than right channel,yes,,,,,
UMAM,,,,,MAD 123,scpa-023219-0001,00:27:20,00:27:20,,George Blood Audio Video,,2013-09-26,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 124,,,,,,,,,,,"Madrigal Singers with OAS Christmas Singers, part 2, December 12, 1972",OAS Christmas Concert #2,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1972-12-12,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; drop outs,yes,,,,,
UMAM,,,,,MAD 124,scpa-023220-0001,00:27:08,00:27:08,,George Blood Audio Video,,2013-09-26,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 125,,,,,,,,,,,"Madrigal Singers, NBC ""Voices of Christmas,"" December 1972",Christmas NBC 1972,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1972,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; distortion,yes,,,,,
UMAM,,,,,MAD 125,scpa-023221-0001,00:19:58,00:19:58,,George Blood Audio Video,,2013-09-26,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 126,,,,,,,,,,,"Madrigal Singers, number 5, December 12, 1968",Madrigal Singers Reel #5,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes included inside and on the back. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1968-12-12,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,missing five-second buffer at beginning of recording; hiss,yes,,,,,
UMAM,,,,,MAD 126,scpa-023222-0001,00:21:20,00:21:20,,George Blood Audio Video,,2013-09-26,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 127,,,,,,,,,,,"Madrigal Singers, number 1, December 6, 1968",Madrigal Singers Reel #1,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes included inside and on the back. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1968-12-06,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; drop outs,yes,,,,,
UMAM,,,,,MAD 127,scpa-023223-0001,00:44:48,00:44:48,,George Blood Audio Video,,2013-09-26,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 128,,,,,,,,,,,"Madrigal Singers, number 5, December 7, 1968",Madrigal Singers Reel #3,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes included inside and on the back. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1968-12-07,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss,yes,,,,,
UMAM,,,,,MAD 128,scpa-023224-0001,00:44:45,00:44:45,,George Blood Audio Video,,2013-09-26,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 129,,,,,,,,,,,"Madrigal Singers, number 4, December 6, 1968",Madrigal Singers Reel #4,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes included inside and on the back. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1968-12-06,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; drop out from 00:36:21 - 00:36:28; print through,yes,,,,,
UMAM,,,,,MAD 129,scpa-023225-0001,00:46:56,00:46:56,,George Blood Audio Video,,2013-09-26,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 130,,,,,,,,,,,"Madrigal Singers, Christmas, ""A Time to be Born,"" music only, December 1968","Time to Be Born, Music Only Christmas 1968",,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1968,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; distortion due to oversaturation on tape,yes,,,,,
UMAM,,,,,MAD 130,scpa-023226-0001,00:24:15,00:24:15,,George Blood Audio Video,,2013-09-26,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 131,,,,,,,,,,,"Madrigal Singers, number 1, December 8, 1972",MD Madrigal Singers #1,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1972-12-08,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; numerous pops caused by handclaps,yes,,,,,
UMAM,,,,,MAD 131,scpa-023227-0001,00:35:19,00:35:19,,George Blood Audio Video,,2013-09-26,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 132,,,,,,,,,,,"Madrigal Singers, NBC ""Voices of Christmas,"" December 27, 1968",Voices of Christmas,,,Madrigal Singers,corpName,University of Maryland,corpName,NBC Audio Recording Services. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1968-12-27,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,"hiss; phase errors; from technician's notes: ""Tape is dried out. Tape wound inside out. Phasing issues.""",yes,,,,,
UMAM,,,,,MAD 132,scpa-023228-0001,00:22:40,00:22:40,,George Blood Audio Video,,2013-09-26,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 133,,,,,,,,,,,"Madrigal Singers, unedited copy, December 12, 1968",Madrigal Singers: Extra Raw Copy,,,Madrigal Singers,corpName,University of Maryland,corpName,NBC Audio Recording Services. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1968-12-12,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; muffled recording,yes,,,,,
UMAM,,,,,MAD 133,scpa-023229-0001,00:25:08,00:25:08,,George Blood Audio Video,,2013-09-26,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 134,,,,,,,,,,,"Madrigal Singers, December 10, 1968",Madrigal Singers,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1968-12-10,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss,yes,,,,,
UMAM,,,,,MAD 134,scpa-023230-0001,00:25:16,00:25:16,,George Blood Audio Video,,2013-09-26,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 135,,,,,,,,,,,"Madrigal Singers, State Department tour, Beirut, Lebanon, Channel 11 television, part 2, undated",Maryland Singers - State Dept. Tour Channel 11 Beirut Part 1,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,undated,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Lebanon,Beirut,,hiss; hum; phase errors on original recording,yes,,,,,
UMAM,,,,,MAD 135,scpa-023231-0001,00:26:19,00:26:19,,George Blood Audio Video,,2013-09-26,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 136,,,,,,,,,,,"Madrigal Singers, State Department tour, American Farm School, Thessaloniki, Greece, March 1964",Madrigal Singers - State Dept. Tour Greece: American Farm School Thessoloniki March 1964,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1964-03,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Greece,Thessaloniki,,hiss,yes,,,,,
UMAM,,,,,MAD 136,scpa-023232-0001,00:13:53,00:13:53,,George Blood Audio Video,,2013-09-26,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 137,,,,,,,,,,,"Madrigal Singers, number 2, December 6, 1968",Madrigal Singers Reel #2,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes included inside and on the back. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1968-12-06,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,missing five-second buffer at beginning of recording; hiss,yes,,,,,
UMAM,,,,,MAD 137,scpa-023233-0001,00:35:18,00:35:18,,George Blood Audio Video,,2013-09-26,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 138,,,,,,,,,,,"Madrigal Singers, December 10, 1968",Madrigal Singers,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1968-12-10,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss,yes,,,,,
UMAM,,,,,MAD 138,scpa-023234-0001,00:25:13,00:25:13,,George Blood Audio Video,,2013-09-26,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 139,,,,,,,,,,,"Madrigal Singers, NBC Christmas Concert, December 10, 1968",Christmas 1968 NBC,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1968-12-10,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss,yes,,,,,
UMAM,,,,,MAD 139,scpa-023235-0001,00:25:13,00:25:13,,George Blood Audio Video,,2013-09-26,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 140,,,,,,,,,,,"Madrigal Singers, number 1, March 31, 1974",Madrigals #1,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1974-03-31,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,, hiss; right channel is stronger than left channel,yes,,,,,
UMAM,,,,,MAD 140,scpa-023236-0001,00:39:21,00:39:21,,George Blood Audio Video,,2013-09-10,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 141,,,,,,,,,,,"Madrigal Singers, number 2, March 31, 1974",Madrigals #2,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1974-03-31,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss,yes,,,,,
UMAM,,,,,MAD 141,scpa-023237-0001,00:26:36,00:26:36,,George Blood Audio Video,,2013-09-10,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 142,,,,,,,,,,,"Amaryllis Quartet, Julliard Trio, and Madrigal Singers play Schumann, 1967",Schuman: Amarillis. Juilliard Trio & Madrigal Singers. ,,,Madrigal Singers,corpName,University of Maryland,corpName,"Coolidge Auditorium. Carter, Balthroipe, Maxwell. No program available.",Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1967,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss,yes,,,,,
UMAM,,,,,MAD 142,scpa-023238-0001,00:28:30,00:28:30,,George Blood Audio Video,,2013-09-10,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 143,,,,,,,,,,,"Madrigal Singers, Baghdad, Iraq radio, undated",Baghdad Iraq Radio Singers,,,Madrigal Singers,corpName,University of Maryland,corpName,Song submited for Madrigal Singers to learn song. Notes included. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,undated,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Iraq,Baghdad,,hiss; reduced silent stretch from 00:04:08 - 00:05:07 to 30 seconds in derivatives,yes,,,,,
UMAM,,,,,MAD 143,scpa-023239-0001,00:21:41,00:21:41,,George Blood Audio Video,,2013-09-10,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMAM,,,,,MAD 143,scpa-023239-0002,00:20:11,00:20:11,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,
